"Species","SpecCode","Suporder","Order","Family","Maximum_body_length","Body_elongation","Vertical_eye_position","Relative_eye_size","Oral_gape_position","Relative_maxillary_length"
"Crenicichla_igara",46858,"Teleostei","Perciformes","Cichlidae",31.2,4.566358459,0.598386152,0.437096782,0.345242748,0.62476245
"Crenicichla_inpa",56544,"Teleostei","Perciformes","Cichlidae",17,4.403185072,0.571762258,0.461309524,0.446080163,0.566671981
"Crenicichla_isbrueckeri",56541,"Teleostei","Perciformes","Cichlidae",10,4.212846051,0.63696252,0.367219515,0.583818738,0.424085732
"Crenicichla_jaguarensis",52204,"Teleostei","Perciformes","Cichlidae",15,4.38774085,0.594093954,0.445450429,0.472087025,0.626161802
"Crenicichla_jegui",46861,"Teleostei","Perciformes","Cichlidae",20,6.205166404,0.7379048,0.324914718,0.543499327,0.938124204
"Crenicichla_johanna",26682,"Teleostei","Perciformes","Cichlidae",28.3,4.681725219,0.557182368,0.465662268,0.449744856,0.608925277
"Crenicichla_jupiaensis",46864,"Teleostei","Perciformes","Cichlidae",9.3,3.866675083,0.73367685,0.297973612,0.537682375,0.409218776
"Crenicichla_jurubi",46870,"Teleostei","Perciformes","Cichlidae",30.3,4.372108825,0.66671137,0.337232097,0.379663654,0.676516637
"Crenicichla_lacustris",46875,"Teleostei","Perciformes","Cichlidae",35.2,4.901218351,0.604770092,0.279108641,0.446104006,0.630583204
"Crenicichla_lenticulata",46876,"Teleostei","Perciformes","Cichlidae",30,3.925170036,0.595362519,0.405845455,0.459524598,0.451445455
"Crenicichla_lepidota",11159,"Teleostei","Perciformes","Cichlidae",20.9,3.322683601,0.510887623,0.483294643,0.369589532,0.488464286
"Crenicichla_lucius",26687,"Teleostei","Perciformes","Cichlidae",17,4.664315748,0.533688401,0.469492105,0.45365252,0.65039699
"Crenicichla_lugubris",46877,"Teleostei","Perciformes","Cichlidae",32.9,4.668999569,0.652777911,0.4474375,0.58575332,0.552421875
"Crenicichla_marmorata",52192,"Teleostei","Perciformes","Cichlidae",28,4.082461977,0.593495383,0.318517647,0.50706138,0.616835294
"Crenicichla_minuano",46881,"Teleostei","Perciformes","Cichlidae",26,3.976723483,0.412722301,0.473346289,0.250246908,0.615114019
"Crenicichla_missioneira",46885,"Teleostei","Perciformes","Cichlidae",28.3,4.446535599,0.588674175,0.34356382,0.365251675,0.923285236
"Crenicichla_multispinosa",46890,"Teleostei","Perciformes","Cichlidae",22.5,5.989408002,0.577692848,0.540492284,0.430496841,0.767325596
"Crenicichla_nickeriensis",46893,"Teleostei","Perciformes","Cichlidae",19.1,4.7126563,0.625961847,0.471968155,0.58663033,0.545367529
"Crenicichla_notophthalmus",52205,"Teleostei","Perciformes","Cichlidae",8,6.362416753,0.491299996,0.703004387,0.563306001,0.672155273
"Crenicichla_pellegrini",56537,"Teleostei","Perciformes","Cichlidae",16,4.603930502,0.52192037,0.558031172,0.389595729,0.386790923
"Crenicichla_percna",46903,"Teleostei","Perciformes","Cichlidae",22,4.70518496,0.565254683,0.393177607,0.474600891,0.851653175
"Crenicichla_phaiospilus",46904,"Teleostei","Perciformes","Cichlidae",24,4.60205066,0.593489877,0.403501703,0.456713745,0.639976975
"Crenicichla_prenda",46906,"Teleostei","Perciformes","Cichlidae",9,4.11272803,0.577477242,0.408868387,0.40844623,0.64347791
"Crenicichla_proteus",26685,"Teleostei","Perciformes","Cichlidae",16,3.319879826,0.535325767,0.462202832,0.460593803,0.59506145
"Crenicichla_pydanielae",56536,"Teleostei","Perciformes","Cichlidae",18,4.271664559,0.527797929,0.533092518,0.51469176,0.519612077
"Crenicichla_regani",46910,"Teleostei","Perciformes","Cichlidae",8,4.431634983,0.52608098,0.574125742,0.462713167,0.518050016
"Crenicichla_reticulata",25779,"Teleostei","Perciformes","Cichlidae",22,4.185645285,0.636155319,0.424407435,0.557538166,0.748219729
"Crenicichla_rosemariae",46476,"Teleostei","Perciformes","Cichlidae",24.4,4.050746349,0.561238267,0.397933432,0.449842662,0.630341412
"Crenicichla_santosi",56535,"Teleostei","Perciformes","Cichlidae",12,3.521312332,0.533540271,0.408767057,0.368921718,0.413053979
"Crenicichla_saxatilis",12312,"Teleostei","Perciformes","Cichlidae",20,4.377705189,0.533225945,0.430745567,0.475475521,0.566411286
"Crenicichla_scottii",46911,"Teleostei","Perciformes","Cichlidae",17,3.615232314,0.477927863,0.272922319,0.317698089,0.804145713
"Crenicichla_sedentaria",26681,"Teleostei","Perciformes","Cichlidae",22.1,3.999983165,0.504325736,0.567684678,0.359888755,0.531093416
"Crenicichla_semicincta",26683,"Teleostei","Perciformes","Cichlidae",17.1,3.525989329,0.652467988,0.497521036,0.600640244,0.599744337
"Crenicichla_strigata",52193,"Teleostei","Perciformes","Cichlidae",30,4.554147171,0.541931093,0.485135417,0.426564582,0.643479167
"Crenicichla_sveni",56542,"Teleostei","Perciformes","Cichlidae",25,4.088746769,0.430391896,0.41584545,0.299139045,0.736002874
"Crenicichla_tendybaguassu",46915,"Teleostei","Perciformes","Cichlidae",15.2,4.635918942,0.631442928,0.457166667,0.400981526,0.773679487
"Crenicichla_ternetzi",46917,"Teleostei","Perciformes","Cichlidae",24.5,5.488777539,0.66094011,0.490267729,0.528736181,0.687739044
"Crenicichla_tigrina",52207,"Teleostei","Perciformes","Cichlidae",28,4.590709854,0.604039772,0.325093394,0.644209787,0.809782382
"Crenicichla_urosema",46921,"Teleostei","Perciformes","Cichlidae",7,4.850639324,0.46071951,0.637075021,0.554532156,0.473252677
"Crenicichla_virgatula",56543,"Teleostei","Perciformes","Cichlidae",7,4.382109695,0.625015454,0.583554776,0.560739454,0.28578473
"Crenicichla_vittata",46924,"Teleostei","Perciformes","Cichlidae",26,4.025641026,0.517948718,0.404087775,0.441025641,0.815493553
"Crenicichla_wallacii",46928,"Teleostei","Perciformes","Cichlidae",8.5,6.081930597,0.566538262,0.624317492,0.497717856,0.44218908
"Crenuchus_spilurus",12352,"Teleostei","Characiformes","Crenuchidae",6,3.231409399,0.503201112,0.386268374,0.464448195,0.332847593
"Crossoloricaria_cephalaspis",50641,"Teleostei","Siluriformes","Loricariidae",11,11.21110635,0.643459012,0.318139706,0,0
"Crossoloricaria_variegata",50643,"Teleostei","Siluriformes","Loricariidae",26.5,9.908818493,0.724196157,0.310555556,0,0
"Cteniloricaria_platystoma",48316,"Teleostei","Siluriformes","Loricariidae",20,11.7619245,0.5607698,0.391423452,0,0
"Ctenobrycon_hauxwellianus",26443,"Teleostei","Characiformes","Characidae",8,2.123853755,0.52173913,0.467758898,0.543478261,0.286213828
"Ctenobrycon_spilurus",10629,"Teleostei","Characiformes","Characidae",8,2.103099227,0.510310567,0.484662577,0.543828608,0.164846626
"Ctenolucius_beani",27221,"Teleostei","Characiformes","Ctenoluciidae",29,8.372307131,0.706763224,0.543804523,0.666891219,1.780460578
"Ctenolucius_hujeta",12407,"Teleostei","Characiformes","Ctenoluciidae",26,6.660368145,0.72579048,0.464986515,0.72579048,1.846670697
"Curculionichthys_insperatus",61602,"Teleostei","Siluriformes","Loricariidae",3.02,5.2153361,0.639597023,0.289608412,0,0
"Curimata_aspera",51238,"Teleostei","Characiformes","Curimatidae",21.2,2.399722045,0.469648562,0.418439716,0.45686901,0.326241135
"Curimata_cerasina",51304,"Teleostei","Characiformes","Curimatidae",17,2.477735336,0.453552195,0.444458845,0.478896746,0.198770587
"Curimata_cisandina",51250,"Teleostei","Characiformes","Curimatidae",12.2,2.617934475,0.403264081,0.461258216,0.385072749,0.332122595
"Curimata_cyprinoides",27823,"Teleostei","Characiformes","Curimatidae",23,2.540404528,0.550206873,0.493549629,0.51047227,0.27990517
"Curimata_incompta",51257,"Teleostei","Characiformes","Curimatidae",16.7,2.859052616,0.502417472,0.400420144,0.418660706,0.271011958
"Curimata_inornata",25640,"Teleostei","Characiformes","Curimatidae",14,2.599545183,0.47524854,0.47498529,0.401409721,0.186087894
"Curimata_knerii",51259,"Teleostei","Characiformes","Curimatidae",18,2.492537313,0.52238806,0.494505495,0.517412935,0.197802198
"Curimata_mivartii",51262,"Teleostei","Characiformes","Curimatidae",32,3.358160467,0.485216571,0.4375,0.495968156,0.2948125
"Curimata_ocellata",51254,"Teleostei","Characiformes","Curimatidae",22.5,4.533686952,0.412703104,0.561768902,0.44083814,0.230568576
"Curimata_roseni",51260,"Teleostei","Characiformes","Curimatidae",19.5,2.220854326,0.492920774,0.451706289,0.448751369,0.119012435
"Curimata_vittata",13251,"Teleostei","Characiformes","Curimatidae",19.6,3.41100813,0.491398676,0.515856639,0.371644962,0.244484302
"Curimatella_dorsalis",51877,"Teleostei","Characiformes","Curimatidae",14.9,"NA","NA",0.591356699,"NA","NA"
"Curimatella_immaculata",51878,"Teleostei","Characiformes","Curimatidae",18.8,2.988197104,0.527850216,0.506619382,0.509324152,0.169690829
"Curimatella_lepidura",51876,"Teleostei","Characiformes","Curimatidae",11.3,2.668417022,0.424898808,0.376277139,0.394859325,0.219588123
"Curimatella_meyeri",51321,"Teleostei","Characiformes","Curimatidae",17.2,3.270092652,0.443838169,0.572085649,0.477090384,0.23773337
"Curimatopsis_evelynae",11890,"Teleostei","Characiformes","Curimatidae",4,3.592567868,0.41859368,0.704235574,0.441637739,"NA"
"Curimatopsis_macrolepis",11891,"Teleostei","Characiformes","Curimatidae",6,3.019365571,0.52235392,0.714102181,0.487640781,0.280669256
"Curimatopsis_microlepis",51879,"Teleostei","Characiformes","Curimatidae",9,2.740005504,0.529255313,0.526797341,0.559827057,0.567945994
"Curimatopsis_myersi",51880,"Teleostei","Characiformes","Curimatidae",4.35,3.125815734,0.446576201,0.696921539,0.414495366,0.21796543
"Cynodon_gibbus",25715,"Teleostei","Characiformes","Cynodontidae",32.2,3.21507641,0.617013904,0.431865909,0.725770743,0.832824363
"Cynodon_meionactis",57022,"Teleostei","Characiformes","Cynodontidae",30,3.697741246,0.620868887,0.358490566,0.653928781,0.711245283
"Cynodon_septenarius",57795,"Teleostei","Characiformes","Cynodontidae",31.2,3.680157382,0.565333345,0.376362434,0.716208849,0.947805002
"Cynodonichthys_boehlkei",49736,"Teleostei","Cyprinodontiformes","Rivulidae",4.5,4.32199869,0.546044055,0.656396337,0.592639302,0.350505098
"Cynodonichthys_elegans",49749,"Teleostei","Cyprinodontiformes","Rivulidae",6.5,4.741132042,0.493008803,0.611101781,0.507042254,0.342997528
"Cynodonichthys_magdalenae",11887,"Teleostei","Cyprinodontiformes","Rivulidae",7,5.205537695,0.555761346,0.679799043,0.634726493,0.169661828
"Cynodonichthys_pacificus",49783,"Teleostei","Cyprinodontiformes","Rivulidae",8,4.916865497,0.463264316,0.568474567,0.481799984,0.4243903
"Cynolebias_attenuatus",58522,"Teleostei","Cyprinodontiformes","Rivulidae",11,3.779278007,0.470267217,0.421052632,0.470267217,0.253017544
"Cynolebias_gilbertoi",49698,"Teleostei","Cyprinodontiformes","Rivulidae",5,2.952397575,0.401593447,0.428613259,0.315581155,0.325614817
"Cynolebias_leptocephalus",49519,"Teleostei","Cyprinodontiformes","Rivulidae",13,3.349189168,0.538971614,0.441526482,0.513627632,0.139866304
"Cynopotamus_amazonum",51136,"Teleostei","Characiformes","Characidae",17,3.114305178,0.496306597,0.324588887,0.577331114,0.845628385
"Cynopotamus_argenteus",23495,"Teleostei","Characiformes","Characidae",29.5,3.200889515,0.460514921,0.39361645,0.550794839,1.158048396
"Cynopotamus_atratoensis",57976,"Teleostei","Characiformes","Characidae",35,2.449534886,0.524481822,0.274641118,0.569712891,0.990134046
"Cynopotamus_essequibensis",27860,"Teleostei","Characiformes","Characidae",16,2.902682666,0.565723414,0.430250366,0.615201807,0.817207331
"Cynopotamus_kincaidi",57801,"Teleostei","Characiformes","Characidae",25.8,2.254404293,0.529757846,0.367128205,0.587415048,0.897435897
"Cynopotamus_magdalenae",57977,"Teleostei","Characiformes","Characidae",40,3.162084976,0.515907287,0.390625,0.544947226,1.07221875
"Cynopotamus_tocantinensis",52550,"Teleostei","Characiformes","Characidae",21,2.816362116,0.499988999,0.406364252,0.549334976,0.788948492
"Cyphocharax_abramoides",25643,"Teleostei","Characiformes","Curimatidae",21.3,2.141961909,0.48586485,0.651555309,0.436389117,0.256126063
"Cyphocharax_festivus",51264,"Teleostei","Characiformes","Curimatidae",16.7,3.065742214,0.52163154,0.558823529,0.432572338,0.237132353
"Cyphocharax_gangamon",51352,"Teleostei","Characiformes","Curimatidae",5,2.617862206,0.557480206,0.505882353,0.545576679,0.174894118
"Cyphocharax_gilbert",23442,"Teleostei","Characiformes","Curimatidae",24.2,3.090805658,0.542210788,0.582063754,0.529746027,0.282045399
"Cyphocharax_gillii",51392,"Teleostei","Characiformes","Curimatidae",10,2.854422187,0.573512977,0.577742107,0.554347219,0.413404501
"Cyphocharax_gouldingi",51382,"Teleostei","Characiformes","Curimatidae",15.8,2.891997951,0.518085575,0.525135982,0.387347722,0.434317796
"Cyphocharax_helleri",27826,"Teleostei","Characiformes","Curimatidae",10,3.079230621,0.523456609,0.555307442,0.497397413,0.165984011
"Cyphocharax_laticlavius",53100,"Teleostei","Characiformes","Curimatidae",5.3,2.742406974,0.531622528,0.500022836,0.519928485,0.2774086
"Cyphocharax_leucostictus",51252,"Teleostei","Characiformes","Curimatidae",15.8,3.357644295,0.503355705,0.5125,0.389261745,0.3
"Cyphocharax_magdalenae",48997,"Teleostei","Characiformes","Curimatidae",24,2.673678783,0.419616564,0.424118188,0.419611356,0.179018267
"Cyphocharax_meniscaprorus",51364,"Teleostei","Characiformes","Curimatidae",6,3.290541431,0.456255169,0.613774388,0.339518381,0.202790264
"Cyphocharax_mestomyllon",51332,"Teleostei","Characiformes","Curimatidae",4.2,3.47951707,0.492151175,0.62798726,0.35121004,0.310557479
"Cyphocharax_microcephalus",51310,"Teleostei","Characiformes","Curimatidae",17,2.509854528,0.434267594,0.535628203,0.400971233,0.232784017
"Cyphocharax_modestus",51340,"Teleostei","Characiformes","Curimatidae",16.2,2.861813512,0.480579203,0.474956366,0.402767802,0.208618231
"Cyphocharax_multilineatus",26518,"Teleostei","Characiformes","Curimatidae",11,2.962291602,0.49087694,0.652631579,0.397281175,0.263157895
"Cyphocharax_nigripinnis",51265,"Teleostei","Characiformes","Curimatidae",6.5,3.451958441,0.536714067,0.453205037,0.480217849,0.321296165
"Cyphocharax_notatus",51263,"Teleostei","Characiformes","Curimatidae",14.7,3.030928081,0.481719977,0.574915858,0.408731137,0.225945357
"Cyphocharax_oenas",51397,"Teleostei","Characiformes","Curimatidae",5,2.759433467,0.474674444,0.58070974,0.472077303,0.256153327
"Cyphocharax_pantostictos",51255,"Teleostei","Characiformes","Curimatidae",10,2.961231139,0.497624955,0.486927692,0.449029233,0.114281825
"Cyphocharax_platanus",23440,"Teleostei","Characiformes","Curimatidae",13.4,2.924780076,0.556977642,0.402584293,0.533668157,0.451858345
"Cyphocharax_plumbeus",51307,"Teleostei","Characiformes","Curimatidae",18,3.210650463,0.488430556,0.45026178,0.511578704,0.240895288
"Cyphocharax_punctatus",27827,"Teleostei","Characiformes","Curimatidae",4.3,3.13579145,0.509871171,0.717088071,0.442573929,0.235849577
"Cyphocharax_saladensis",11888,"Teleostei","Characiformes","Curimatidae",9.8,2.707905235,0.559814868,0.497561321,0.534639729,0.176923289
"Cyphocharax_signatus",51322,"Teleostei","Characiformes","Curimatidae",3.3,2.989800744,0.508897594,0.581152482,0.491187026,0.141714035
"Cyphocharax_spilotus",51324,"Teleostei","Characiformes","Curimatidae",10.4,2.823703268,0.572562092,0.42019325,0.513739869,0.356672735
"Cyphocharax_spiluropsis",51395,"Teleostei","Characiformes","Curimatidae",9,2.690425626,0.458147186,0.520547945,0.449355179,0.159753425
"Cyphocharax_spilurus",27828,"Teleostei","Characiformes","Curimatidae",10.4,3.196344369,0.539439489,0.515859375,0.44025945,0.22371875
"Cyphocharax_stilbolepis",51218,"Teleostei","Characiformes","Curimatidae",17,2.916907171,0.478591908,0.585624504,0.435770976,0.329188367
"Cyphocharax_vanderi",51316,"Teleostei","Characiformes","Curimatidae",7,2.930603013,0.368372314,0.598519653,0.324336051,0.212009233
"Cyphocharax_vexillapinnus",51256,"Teleostei","Characiformes","Curimatidae",6.3,2.362982921,0.50277906,0.526310696,0.466283879,0.259512222
"Cyphocharax_voga",51337,"Teleostei","Characiformes","Curimatidae",26.3,2.834810738,0.581120084,0.518172139,0.545736673,0.276380536
"Daector_gerringi",50292,"Teleostei","Batrachoidiformes","Batrachoididae",22,4.370634716,0.899034241,0.140586443,0.839735578,0.554860144
"Daector_quadrizonatus",53569,"Teleostei","Batrachoidiformes","Batrachoididae",18,3.768582867,0.740856552,0.212783363,0.679827931,0.785071534
"Dasyloricaria_latiura",50608,"Teleostei","Siluriformes","Loricariidae",36,7.087828317,0.632045429,0.209644444,0,0
"Dekeyseria_amazonica",53566,"Teleostei","Siluriformes","Loricariidae",18,5.918065405,0.516667517,0.331044026,0,0
"Dekeyseria_niveata",49962,"Teleostei","Siluriformes","Loricariidae",13,5.450873239,0.553788732,0.446596491,0,0
"Delturus_angulicauda",48838,"Teleostei","Siluriformes","Loricariidae",19,5.269936508,0.762063492,0.226022071,0,0
"Delturus_parahybae",48841,"Teleostei","Siluriformes","Loricariidae",21,5.000131737,0.603095808,0.382481394,0,0
"Dentectus_barbarmatus",50645,"Teleostei","Siluriformes","Loricariidae",14,10.17426818,0.526298028,0.368815446,0,0
"Denticetopsis_macilenta",48623,"Teleostei","Siluriformes","Cetopsidae",7,4.822366566,0.486186807,0.210446568,0.38928303,0.348352203
"Denticetopsis_praecox",53663,"Teleostei","Siluriformes","Cetopsidae",5.29,4.683443373,0.54257727,0.225375116,0.455328381,0.381603651
"Denticetopsis_royeroi",53662,"Teleostei","Siluriformes","Cetopsidae",2,3.932268803,0.495214088,0.271362296,0.298723331,0.462533587
"Denticetopsis_sauli",53661,"Teleostei","Siluriformes","Cetopsidae",2.1,4.661899504,0.624512173,0.164954671,0.426211408,0.720791758
"Derhamia_hoffmannorum",60496,"Teleostei","Characiformes","Lebiasinidae",6.14,4.694062356,0.522687721,0.517222275,0.600784607,0.402999331
"Dianema_longibarbis",12203,"Teleostei","Siluriformes","Callichthyidae",8.2,3.222582082,0.410444921,0.44841442,0.309258734,0.189590447
"Dianema_urostriatum",12204,"Teleostei","Siluriformes","Callichthyidae",8.4,3.533028797,0.403918212,0.369391672,0.361748958,"NA"
"Diapoma_terofali",56440,"Teleostei","Characiformes","Characidae",5,2.926633533,0.583747185,0.60822915,0.662510065,0.276749015
"Dicrossus_filamentosus",12325,"Teleostei","Perciformes","Cichlidae",4,3.929347543,0.549216808,0.623506494,0.333947602,0.151454545
"Dicrossus_maculatus",46804,"Teleostei","Perciformes","Cichlidae",6,3.820032313,0.531725474,0.602860621,0.326369671,0.269792757
"Dicrossus_warzeli",65775,"Teleostei","Perciformes","Cichlidae",6,3.334308646,0.575473281,0.507621274,0.378172003,0.37004995
"Diplomystes_camposensis",10394,"Teleostei","Siluriformes","Diplomystidae",25,5.113969737,0.617536882,0.331368364,0.28404571,0.522124554
"Diplomystes_chilensis",6184,"Teleostei","Siluriformes","Diplomystidae",23,5.061251064,0.519148936,0.25669394,0.157961702,0.686944616
"Diplomystes_nahuelbutaensis",10395,"Teleostei","Siluriformes","Diplomystidae",26,4.368459962,0.391108572,0.289469697,0.122122719,"NA"
"Distocyclus_conirostris",47948,"Teleostei","Gymnotiformes","Sternopygidae",50,9.3838629,0.714896448,0.25044267,0.736814223,0.485353049
"Dolichancistrus_atratoensis",49922,"Teleostei","Siluriformes","Loricariidae",8.2,4.760051927,0.700010818,0.141812964,0,0
"Doras_carinatus",47593,"Teleostei","Siluriformes","Doradidae",30,4.201201332,0.623757355,0.527318261,0,"NA"
"Doras_higuchii",64271,"Teleostei","Siluriformes","Doradidae",32.5,3.834862385,0.633035168,0.301074621,0,"NA"
"Doras_micropoeus",47596,"Teleostei","Siluriformes","Doradidae",35,4.500224993,0.556381454,0.398894545,0,"NA"
"Duopalatinus_emarginatus",48543,"Teleostei","Siluriformes","Pimelodidae",14,5.263398977,0.524109826,0.301396411,0.184771213,0.452001699
"Duopalatinus_peruanus",48546,"Teleostei","Siluriformes","Pimelodidae",15,4.342316979,0.506055372,0.223262994,0.175457851,0.576996615
